,province_1,province_2,locality,street,lat,lon
4140,Центральный федеральный округ,Москва,Москва,улица Трофимова,55.704205,37.680275
4141,Центральный федеральный округ,Москва,Москва,Восточная улица,55.714414,37.657907
4142,Центральный федеральный округ,Москва,Москва,Судостроительная улица,55.685873,37.6933
4143,Центральный федеральный округ,Москва,Москва,Коломенская улица,55.682808,37.704916
4144,Центральный федеральный округ,Москва,Москва,проспект Андропова,55.669579,37.660359
4145,Центральный федеральный округ,Москва,Москва,Нагатинская улица,55.678666,37.650864
4146,Центральный федеральный округ,Москва,Москва,Якорная улица,55.68701,37.682098
4147,Центральный федеральный округ,Москва,Москва,Якорная улица,55.68701,37.682098
4148,Центральный федеральный округ,Москва,Москва,улица Ленинская Слобода,55.709743,37.656389
4149,Центральный федеральный округ,Москва,Москва,улица Ленинская Слобода,55.709743,37.656389
4150,Центральный федеральный округ,Москва,Москва,Нагатинская улица,55.677661,37.654322
4151,Центральный федеральный округ,Москва,Москва,Автозаводская улица,55.702769,37.651672
4152,Центральный федеральный округ,Москва,Москва,Нагатинская улица,55.677763,37.658796
4153,Центральный федеральный округ,Москва,Москва,Судостроительная улица,55.682133,37.687686
4154,Центральный федеральный округ,Москва,Москва,Коломенская набережная,55.67722,37.700002
4155,Центральный федеральный округ,Москва,Москва,улица Садовники,55.672509,37.657449
4156,Центральный федеральный округ,Москва,Москва,Южный административный округ,55.70807,37.663925
4157,Центральный федеральный округ,Москва,Москва,Высокая улица,55.679052,37.654385
4158,Центральный федеральный округ,Москва,Москва,Кленовый бульвар,55.676631,37.681299
4159,Центральный федеральный округ,Москва,Москва,Судостроительная улица,55.67927,37.671929
4160,Центральный федеральный округ,Москва,Москва,улица Ленинская Слобода,55.709343,37.657125
4161,Центральный федеральный округ,Москва,Москва,улица Ленинская Слобода,55.709343,37.657125
4162,Центральный федеральный округ,Москва,Москва,Судостроительная улица,55.683168,37.680975
4163,Центральный федеральный округ,Москва,Москва,Судостроительная улица,55.683168,37.680975
4164,Центральный федеральный округ,Москва,Москва,проспект Андропова,55.673037,37.664608
4165,Центральный федеральный округ,Москва,Москва,проспект Андропова,55.673037,37.664608
4166,Центральный федеральный округ,Москва,Москва,проспект Андропова,55.673037,37.664608
4167,Центральный федеральный округ,Москва,Москва,Судостроительная улица,55.682204,37.67758
4168,Центральный федеральный округ,Москва,Москва,проспект Андропова,55.669295,37.660566
4169,Центральный федеральный округ,Москва,Москва,улица Садовники,55.677463,37.651816
4170,Центральный федеральный округ,Москва,Москва,Коломенская набережная,55.677341,37.696983
4171,Центральный федеральный округ,Москва,Москва,Гончарная набережная,55.737481,37.64869
4172,Центральный федеральный округ,Москва,Москва,Таганская площадь,55.740188,37.654107
4173,Центральный федеральный округ,Москва,Москва,Таганская площадь,55.740188,37.654107
4174,Центральный федеральный округ,Москва,Москва,Таганская площадь,55.740188,37.654107
4175,Центральный федеральный округ,Москва,Москва,Таганская площадь,55.740188,37.654107
4176,Центральный федеральный округ,Москва,Москва,улица Малые Каменщики,55.735555,37.654188
4177,Центральный федеральный округ,Москва,Москва,5-й Котельнический переулок,55.742139,37.648906
4178,Центральный федеральный округ,Москва,Москва,Народная улица,55.737613,37.651987
4179,Центральный федеральный округ,Москва,Москва,Верхняя Радищевская улица,55.74332,37.650523
4180,Центральный федеральный округ,Москва,Москва,улица Большие Каменщики,55.739645,37.65417
4181,Центральный федеральный округ,Москва,Москва,улица Большие Каменщики,55.739645,37.65417
4182,Центральный федеральный округ,Москва,Москва,5-я Кожуховская улица,55.704408,37.679287
4183,Центральный федеральный округ,Москва,Москва,2-й Южнопортовый проезд,55.700207,37.682862
4184,Центральный федеральный округ,Москва,Москва,улица Петра Романова,55.703834,37.681092
4185,Центральный федеральный округ,Москва,Москва,3-й Кожуховский проезд,55.70777,37.675289
4186,Центральный федеральный округ,Москва,Москва,улица Трофимова,55.704184,37.67033
4187,Центральный федеральный округ,Москва,Москва,1-я улица Машиностроения,55.715652,37.673214
4188,Центральный федеральный округ,Москва,Москва,1-я улица Машиностроения,55.713309,37.672819
4189,Центральный федеральный округ,Москва,Москва,1-я Дубровская улица,55.723268,37.671624
4190,Центральный федеральный округ,Москва,Москва,Шарикоподшипниковская улица,55.714713,37.676969
4191,Центральный федеральный округ,Москва,Москва,Снежная улица,55.852162,37.64551
4192,Центральный федеральный округ,Москва,Москва,Снежная улица,55.852162,37.64551
4193,Центральный федеральный округ,Москва,Москва,Ярославское шоссе,55.870193,37.709326
4194,Центральный федеральный округ,Москва,Москва,Ярославское шоссе,55.870193,37.709326
4195,Центральный федеральный округ,Москва,Москва,Ярославское шоссе,55.853435,37.681631
4196,Центральный федеральный округ,Москва,Москва,улица Малыгина,55.876319,37.701403
4197,Центральный федеральный округ,Москва,Москва,2-й Сельскохозяйственный проезд,55.833648,37.642186
4198,Центральный федеральный округ,Москва,Москва,проспект Мира,55.837303,37.660314
4199,Центральный федеральный округ,Москва,Москва,Магаданская улица,55.877859,37.684138
4200,Центральный федеральный округ,Москва,Москва,проезд Русанова,55.856558,37.641692
4201,Центральный федеральный округ,Москва,Москва,проезд Русанова,55.856073,37.64401
4202,Центральный федеральный округ,Москва,Москва,улица Малыгина,55.884161,37.689662
4203,Центральный федеральный округ,Москва,Москва,улица Малыгина,55.884161,37.689662
4204,Центральный федеральный округ,Москва,Москва,Хибинский проезд,55.858923,37.684057
4205,Центральный федеральный округ,Москва,Москва,Снежная улица,55.851945,37.647549
4206,Центральный федеральный округ,Москва,Москва,Палехская улица,55.877082,37.711392
4207,Центральный федеральный округ,Москва,Москва,Ярославское шоссе,55.880884,37.72034
4208,Центральный федеральный округ,Москва,Москва,Печорская улица,55.865869,37.657269
4209,Центральный федеральный округ,Москва,Москва,улица Ротерта,55.874137,37.724238
4210,Центральный федеральный округ,Москва,Москва,Староватутинский проезд,55.874178,37.672657
4211,Центральный федеральный округ,Москва,Москва,Малахитовая улица,55.831423,37.663782
4212,Центральный федеральный округ,Москва,Москва,Анадырский проезд,55.879011,37.704215
4213,Центральный федеральный округ,Москва,Москва,Палехская улица,55.864672,37.695932
4214,Центральный федеральный округ,Москва,Москва,2-я Напрудная улица,55.87944,37.688782
4215,Центральный федеральный округ,Москва,Москва,Ленская улица,55.868273,37.660476
4216,Центральный федеральный округ,Москва,Москва,улица Менжинского,55.870486,37.669881
4217,Центральный федеральный округ,Москва,Москва,Радужная улица,55.859266,37.668426
4218,Центральный федеральный округ,Москва,Москва,Ленская улица,55.866394,37.671121
4219,Центральный федеральный округ,Москва,Москва,Олонецкий проезд,55.874279,37.662946
4220,Центральный федеральный округ,Москва,Москва,улица Рудневой,55.866586,37.677041
4221,Центральный федеральный округ,Москва,Москва,улица Коминтерна,55.873799,37.696364
4222,Центральный федеральный округ,Москва,Москва,Федоскинская улица,55.868773,37.703739
4223,Центральный федеральный округ,Москва,Москва,улица Павла Корчагина,55.813642,37.654448
4224,Центральный федеральный округ,Москва,Москва,улица Проходчиков,55.874258,37.719172
4225,Центральный федеральный округ,Москва,Москва,Енисейская улица,55.872193,37.670483
4226,Центральный федеральный округ,Москва,Москва,Норильская улица,55.875844,37.696453
4227,Центральный федеральный округ,Москва,Москва,Сельскохозяйственная улица,55.836994,37.638404
4228,Центральный федеральный округ,Москва,Москва,Палехская улица,55.876683,37.712165
4229,Центральный федеральный округ,Москва,Москва,Таймырская улица,55.884045,37.704448
4230,Центральный федеральный округ,Москва,Москва,Анадырский проезд,55.884115,37.712812
4231,Центральный федеральный округ,Москва,Москва,Хибинский проезд,55.85719,37.681784
4232,Центральный федеральный округ,Москва,Москва,Енисейская улица,55.860039,37.655409
4233,Центральный федеральный округ,Москва,Москва,улица Павла Корчагина,55.818007,37.662794
4234,Центральный федеральный округ,Москва,Москва,улица Докукина,55.843247,37.651241
4235,Центральный федеральный округ,Москва,Москва,Хибинский проезд,55.856265,37.680895
4236,Центральный федеральный округ,Москва,Москва,Ярославское шоссе,55.856139,37.682574
4237,Центральный федеральный округ,Москва,Москва,Хибинский проезд,55.854815,37.677634
4238,Центральный федеральный округ,Москва,Москва,улица Павла Корчагина,55.820334,37.663297
4239,Центральный федеральный округ,Москва,Москва,Таёжная улица,55.880904,37.700559
4240,Центральный федеральный округ,Москва,Москва,Ярославская улица,55.823464,37.651511
4241,Центральный федеральный округ,Москва,Москва,улица Павла Корчагина,55.819434,37.663342
4242,Центральный федеральный округ,Москва,Москва,Ярославская улица,55.820561,37.64798
4243,Центральный федеральный округ,Москва,Москва,Сельскохозяйственная улица,55.837414,37.636356
4244,Центральный федеральный округ,Москва,Москва,Сельскохозяйственная улица,55.837414,37.636356
4245,Центральный федеральный округ,Москва,Москва,Ярославская улица,55.817542,37.647477
4246,Центральный федеральный округ,Москва,Москва,1-я Напрудная улица,55.879884,37.691064
4247,Центральный федеральный округ,Москва,Москва,улица Седова,55.852915,37.638728
4248,Центральный федеральный округ,Москва,Москва,улица Космонавтов,55.821755,37.65293
4249,Центральный федеральный округ,Москва,Москва,улица Амундсена,55.85202,37.654718
4250,Центральный федеральный округ,Москва,Москва,Таймырская улица,55.884383,37.696849
4251,Центральный федеральный округ,Москва,Москва,Сельскохозяйственная улица,55.837065,37.635314
4252,Центральный федеральный округ,Москва,Москва,Ярославская улица,55.817082,37.649588
4253,Центральный федеральный округ,Москва,Москва,Ярославская улица,55.817082,37.649588
4254,Центральный федеральный округ,Москва,Москва,Ярославская улица,55.819049,37.648798
4255,Центральный федеральный округ,Москва,Москва,Сельскохозяйственная улица,55.837348,37.633086
4256,Центральный федеральный округ,Москва,Москва,Сельскохозяйственная улица,55.837636,37.633886
4257,Центральный федеральный округ,Москва,Москва,Ярославская улица,55.817471,37.648654
4258,Центральный федеральный округ,Москва,Москва,проспект Мира,55.775064,37.631272
4259,Центральный федеральный округ,Москва,Москва,Большой Сухаревский переулок,55.770846,37.632035
4260,Центральный федеральный округ,Москва,Москва,Малый Сухаревский переулок,55.770512,37.6244
4261,Центральный федеральный округ,Москва,Москва,Пушкарёв переулок,55.768907,37.626951
4262,Центральный федеральный округ,Москва,Москва,улица Докукина,55.841761,37.651466
4263,Центральный федеральный округ,Москва,Москва,улица Сретенка,55.767438,37.631353
4264,Центральный федеральный округ,Москва,Москва,улица Кузнецкий Мост,55.762227,37.622199
4265,Центральный федеральный округ,Москва,Москва,улица Кузнецкий Мост,55.762227,37.622199
4266,Центральный федеральный округ,Москва,Москва,улица Кузнецкий Мост,55.762227,37.622199
4267,Центральный федеральный округ,Москва,Москва,Маломосковская улица,55.81258,37.645654
4268,Центральный федеральный округ,Москва,Москва,Суворовская площадь,55.781955,37.617492
4269,Центральный федеральный округ,Москва,Москва,проспект Мира,55.780689,37.63376
4270,Центральный федеральный округ,Москва,Москва,улица Щепкина,55.78649,37.628694
4271,Центральный федеральный округ,Москва,Москва,проспект Мира,55.778679,37.632107
4272,Центральный федеральный округ,Москва,Москва,проспект Мира,55.77796,37.633068
4273,Центральный федеральный округ,Москва,Москва,проспект Мира,55.77796,37.633068
4274,Центральный федеральный округ,Москва,Москва,проспект Мира,55.77796,37.633068
4275,Центральный федеральный округ,Москва,Москва,проспект Мира,55.77796,37.633068
4276,Центральный федеральный округ,Москва,Москва,проспект Мира,55.77796,37.633068
4277,Центральный федеральный округ,Москва,Москва,проспект Мира,55.77796,37.633068
4278,Центральный федеральный округ,Москва,Москва,Кучин переулок,55.804111,37.640003
4279,Центральный федеральный округ,Москва,Москва,улица Гиляровского,55.783706,37.632125
4280,Центральный федеральный округ,Москва,Москва,улица Рождественка,55.762667,37.623142
4281,Центральный федеральный округ,Москва,Москва,проспект Мира,55.822271,37.647037
4282,Центральный федеральный округ,Москва,Москва,проспект Мира,55.822271,37.647037
4283,Центральный федеральный округ,Москва,Москва,проспект Мира,55.822271,37.647037
4284,Центральный федеральный округ,Москва,Москва,проспект Мира,55.822271,37.647037
4285,Центральный федеральный округ,Москва,Москва,проспект Мира,55.822271,37.647037
4286,Центральный федеральный округ,Москва,Москва,проспект Мира,55.822271,37.647037
4287,Центральный федеральный округ,Москва,Москва,проспект Мира,55.822271,37.647037
4288,Центральный федеральный округ,Москва,Москва,проспект Мира,55.822271,37.647037
4289,Центральный федеральный округ,Москва,Москва,проспект Мира,55.822271,37.647037
4290,Центральный федеральный округ,Москва,Москва,проспект Мира,55.822271,37.647037
4291,Центральный федеральный округ,Москва,Москва,проспект Мира,55.822271,37.647037
4292,Центральный федеральный округ,Москва,Москва,проспект Мира,55.822271,37.647037
4293,Центральный федеральный округ,Москва,Москва,проспект Мира,55.822271,37.647037
4294,Центральный федеральный округ,Москва,Москва,Звёздный бульвар,55.811513,37.624714
4295,Центральный федеральный округ,Москва,Москва,Суворовская площадь,55.780674,37.619486
4296,Центральный федеральный округ,Москва,Москва,улица Академика Королёва,55.820875,37.60443
4297,Центральный федеральный округ,Москва,Москва,улица Академика Королёва,55.820875,37.60443
4298,Центральный федеральный округ,Москва,Москва,Театральный проезд,55.759471,37.622037
4299,Центральный федеральный округ,Москва,Москва,улица Кузнецкий Мост,55.762556,37.627175
4300,Центральный федеральный округ,Москва,Москва,улица Кузнецкий Мост,55.762556,37.627175
4301,Центральный федеральный округ,Москва,Москва,Пушечная улица,55.761016,37.624525
4302,Центральный федеральный округ,Москва,Москва,Протопоповский переулок,55.780588,37.638126
4303,Центральный федеральный округ,Москва,Москва,Неглинная улица,55.763599,37.621067
4304,Центральный федеральный округ,Москва,Москва,проспект Мира,55.81168,37.635664
4305,Центральный федеральный округ,Москва,Москва,проспект Мира,55.802487,37.636868
4306,Центральный федеральный округ,Москва,Москва,улица Кибальчича,55.817092,37.641602
4307,Центральный федеральный округ,Москва,Москва,улица Кибальчича,55.817092,37.641602
4308,Центральный федеральный округ,Москва,Москва,Мурманский проезд,55.803869,37.628244
4309,Центральный федеральный округ,Москва,Москва,Мурманский проезд,55.804344,37.627112
4310,Центральный федеральный округ,Москва,Москва,Мурманский проезд,55.803251,37.629107
4311,Центральный федеральный округ,Москва,Москва,улица Гиляровского,55.786956,37.632386
4312,Центральный федеральный округ,Москва,Москва,улица Рождественка,55.760327,37.62334
4313,Центральный федеральный округ,Москва,Москва,проспект Мира,55.779287,37.633347
4314,Центральный федеральный округ,Москва,Москва,улица Щепкина,55.781322,37.629062
4315,Центральный федеральный округ,Москва,Москва,улица Щепкина,55.781322,37.629062
4316,Центральный федеральный округ,Москва,Москва,Большой Сухаревский переулок,55.771034,37.629358
4317,Центральный федеральный округ,Москва,Москва,Большой Сухаревский переулок,55.770684,37.626888
4318,Центральный федеральный округ,Москва,Москва,проспект Мира,55.777975,37.633491
4319,Центральный федеральный округ,Москва,Москва,улица Рождественка,55.763609,37.622342
4320,Центральный федеральный округ,Москва,Москва,Кулаков переулок,55.804713,37.639473
4321,Центральный федеральный округ,Москва,Москва,Звёздный бульвар,55.817041,37.63323
4322,Центральный федеральный округ,Москва,Москва,Звёздный бульвар,55.815013,37.628451
4323,Центральный федеральный округ,Москва,Москва,Большая Сухаревская площадь,55.773429,37.635242
4324,Центральный федеральный округ,Москва,Москва,Напрудный переулок,55.78851,37.631182
4325,Центральный федеральный округ,Москва,Москва,Мещанская улица,55.776892,37.62758
4326,Центральный федеральный округ,Москва,Москва,Банный проезд,55.786814,37.631137
4327,Центральный федеральный округ,Москва,Москва,Трифоновская улица,55.786926,37.623986
4328,Центральный федеральный округ,Москва,Москва,улица Дурова,55.779413,37.621255
4329,Центральный федеральный округ,Москва,Москва,Неглинная улица,55.764283,37.621211
4330,Центральный федеральный округ,Москва,Москва,Неглинная улица,55.763989,37.621237
4331,Центральный федеральный округ,Москва,Москва,улица Годовикова,55.80866,37.631945
4332,Центральный федеральный округ,Москва,Москва,проспект Мира,55.818675,37.636778
4333,Центральный федеральный округ,Москва,Москва,Театральный проезд,55.759719,37.622082
4334,Центральный федеральный округ,Москва,Москва,Трифоновская улица,55.789456,37.619378
4335,Центральный федеральный округ,Москва,Москва,улица Щепкина,55.785048,37.629745
4336,Центральный федеральный округ,Москва,Москва,проспект Мира,55.782365,37.63456
4337,Центральный федеральный округ,Москва,Москва,Большая Переяславская улица,55.781539,37.643156
4338,Центральный федеральный округ,Москва,Москва,переулок Васнецова,55.775697,37.625783
4339,Центральный федеральный округ,Москва,Москва,1-я Останкинская улица,55.824728,37.624525
4340,Центральный федеральный округ,Москва,Москва,улица Кондратюка,55.818493,37.63385
4341,Центральный федеральный округ,Москва,Москва,Новомосковская улица,55.816799,37.617033
4342,Центральный федеральный округ,Москва,Москва,проспект Мира,55.803646,37.635107
4343,Центральный федеральный округ,Москва,Москва,Большая Переяславская улица,55.78035,37.64268
4344,Центральный федеральный округ,Москва,Москва,Шереметьевская улица,55.806439,37.616234
4345,Центральный федеральный округ,Москва,Москва,Трубная улица,55.772542,37.625936
4346,Центральный федеральный округ,Москва,Москва,1-й проезд Марьиной Рощи,55.793748,37.621696
4347,Центральный федеральный округ,Москва,Москва,Малая Переяславская улица,55.789406,37.63765
4348,Центральный федеральный округ,Москва,Москва,Малый Сухаревский переулок,55.770168,37.623986
4349,Центральный федеральный округ,Москва,Москва,Ярославская улица,55.819879,37.646318
4350,Центральный федеральный округ,Москва,Москва,Ярославская улица,55.820116,37.647082
4351,Центральный федеральный округ,Москва,Москва,Ярославская улица,55.820116,37.647082
4352,Центральный федеральный округ,Москва,Москва,улица Годовикова,55.803641,37.632206
4353,Центральный федеральный округ,Москва,Москва,улица Годовикова,55.803641,37.632206
4354,Центральный федеральный округ,Москва,Москва,Староалексеевская улица,55.810324,37.641836
4355,Центральный федеральный округ,Москва,Москва,Графский переулок,55.802831,37.638234
4356,Центральный федеральный округ,Москва,Москва,Больничный переулок,55.785564,37.632053
4357,Центральный федеральный округ,Москва,Москва,Глинистый переулок,55.787548,37.63729
4358,Центральный федеральный округ,Москва,Москва,проспект Мира,55.787513,37.635817
4359,Центральный федеральный округ,Москва,Москва,Театральный проезд,55.760038,37.625846
4360,Центральный федеральный округ,Москва,Москва,Театральный проезд,55.760038,37.625846
4361,Центральный федеральный округ,Москва,Москва,Театральный проезд,55.760038,37.625846
4362,Центральный федеральный округ,Москва,Москва,Театральный проезд,55.760038,37.625846
4363,Центральный федеральный округ,Москва,Москва,Театральный проезд,55.760038,37.625846
4364,Центральный федеральный округ,Москва,Москва,Театральный проезд,55.760038,37.625846
4365,Центральный федеральный округ,Москва,Москва,Театральный проезд,55.760038,37.625846
4366,Центральный федеральный округ,Москва,Москва,Аргуновская улица,55.81344,37.620456
4367,Центральный федеральный округ,Москва,Москва,3-я Черепковская улица,55.755621,37.376258
4368,Центральный федеральный округ,Москва,Москва,улица Толбухина,55.721133,37.402983
4369,Центральный федеральный округ,Москва,Москва,Крылатская улица,55.762996,37.432978
4370,Центральный федеральный округ,Москва,Москва,Кастанаевская улица,55.736478,37.482915
4371,Центральный федеральный округ,Москва,Москва,Бобруйская улица,55.736194,37.399506
4372,Центральный федеральный округ,Москва,Москва,Бобруйская улица,55.738855,37.394
4373,Центральный федеральный округ,Москва,Москва,Молодогвардейская улица,55.7344,37.402255
4374,Центральный федеральный округ,Москва,Москва,улица Маршала Тимошенко,55.749744,37.400144
4375,Центральный федеральный округ,Москва,Москва,улица Горбунова,55.723344,37.386274
4376,Центральный федеральный округ,Москва,Москва,улица Герасима Курина,55.732676,37.481406
4377,Центральный федеральный округ,Москва,Москва,Молдавская улица,55.731886,37.434639
4378,Центральный федеральный округ,Москва,Москва,Молодогвардейская улица,55.733102,37.42951
4379,Центральный федеральный округ,Москва,Москва,Молодогвардейская улица,55.733102,37.42951
4380,Центральный федеральный округ,Москва,Москва,Беловежская улица,55.707131,37.395257
4381,Центральный федеральный округ,Москва,Москва,Рябиновая улица,55.713324,37.421758
4382,Центральный федеральный округ,Москва,Москва,Крылатская улица,55.750469,37.427543
4383,Центральный федеральный округ,Москва,Москва,Крылатская улица,55.750469,37.427543
4384,Центральный федеральный округ,Москва,Москва,Инициативная улица,55.716534,37.459334
4385,Центральный федеральный округ,Москва,Москва,улица Герасима Курина,55.733117,37.484801
4386,Центральный федеральный округ,Москва,Москва,Верейская улица,55.707897,37.444494
4387,Центральный федеральный округ,Москва,Москва,Беловежская улица,55.714962,37.400935
4388,Центральный федеральный округ,Москва,Москва,Кастанаевская улица,55.732732,37.467311
4389,Центральный федеральный округ,Москва,Москва,улица Крылатские Холмы,55.7559,37.412837
4390,Центральный федеральный округ,Москва,Москва,улица Крылатские Холмы,55.764648,37.41467
4391,Центральный федеральный округ,Москва,Москва,улица Крылатские Холмы,55.76209,37.411984
4392,Центральный федеральный округ,Москва,Москва,улица Крылатские Холмы,55.750869,37.417832
4393,Центральный федеральный округ,Москва,Москва,Беловежская улица,55.711787,37.399578
4394,Центральный федеральный округ,Москва,Москва,Крылатская улица,55.770517,37.413646
4395,Центральный федеральный округ,Москва,Москва,Рябиновая улица,55.717001,37.419826
4396,Центральный федеральный округ,Москва,Москва,Осенняя улица,55.759922,37.40407
4397,Центральный федеральный округ,Москва,Москва,улица Крылатские Холмы,55.762166,37.4137
4398,Центральный федеральный округ,Москва,Москва,Ельнинская улица,55.736691,37.427345
4399,Центральный федеральный округ,Москва,Москва,Рублёвское шоссе,55.745123,37.428926
4400,Центральный федеральный округ,Москва,Москва,Ельнинская улица,55.740086,37.420275
4401,Центральный федеральный округ,Москва,Москва,Молдавская улица,55.731997,37.439706
4402,Центральный федеральный округ,Москва,Москва,Кременчугская улица,55.712046,37.456226
4403,Центральный федеральный округ,Москва,Москва,Можайское шоссе,55.721549,37.428827
4404,Центральный федеральный округ,Москва,Москва,Давыдковская улица,55.721488,37.467509
4405,Центральный федеральный округ,Москва,Москва,улица Говорова,55.718436,37.394179
4406,Центральный федеральный округ,Москва,Москва,улица Красных Зорь,55.724713,37.426914
4407,Центральный федеральный округ,Москва,Москва,Кастанаевская улица,55.732251,37.464706
4408,Центральный федеральный округ,Москва,Москва,улица Ращупкина,55.724794,37.443982
4409,Центральный федеральный округ,Москва,Москва,улица Кубинка,55.722974,37.408346
4410,Центральный федеральный округ,Москва,Москва,улица Кутузова,55.72271,37.414499
4411,Центральный федеральный округ,Москва,Москва,Гродненская улица,55.71769,37.435376
4412,Центральный федеральный округ,Москва,Москва,Кастанаевская улица,55.73112,37.456118
4413,Центральный федеральный округ,Москва,Москва,Кастанаевская улица,55.730801,37.45663
4414,Центральный федеральный округ,Москва,Москва,Кременчугская улица,55.719475,37.464113
4415,Центральный федеральный округ,Москва,Москва,Полоцкая улица,55.732352,37.423509
4416,Центральный федеральный округ,Москва,Москва,улица Ивана Франко,55.728657,37.440847
4417,Центральный федеральный округ,Москва,Москва,улица Крылатские Холмы,55.750165,37.419368
4418,Центральный федеральный округ,Москва,Москва,Можайское шоссе,55.721016,37.411526
4419,Центральный федеральный округ,Москва,Москва,Большая Филёвская улица,55.741652,37.477732
4420,Центральный федеральный округ,Москва,Москва,Кастанаевская улица,55.734988,37.48022
4421,Центральный федеральный округ,Москва,Москва,Оршанская улица,55.742939,37.410583
4422,Центральный федеральный округ,Москва,Москва,Оршанская улица,55.742296,37.410565
4423,Центральный федеральный округ,Москва,Москва,Партизанская улица,55.730735,37.410726
4424,Центральный федеральный округ,Москва,Москва,Партизанская улица,55.739438,37.402399
4425,Центральный федеральный округ,Москва,Москва,Партизанская улица,55.73846,37.404294
4426,Центральный федеральный округ,Москва,Москва,Гжатская улица,55.715799,37.440496
4427,Центральный федеральный округ,Москва,Москва,улица Ватутина,55.722644,37.457466
4428,Центральный федеральный округ,Москва,Москва,Кутузовский проспект,55.725732,37.455408
4429,Центральный федеральный округ,Москва,Москва,Вяземская улица,55.712695,37.405534
4430,Центральный федеральный округ,Москва,Москва,Беловежская улица,55.708415,37.39744
4431,Центральный федеральный округ,Москва,Москва,Беловежская улица,55.708415,37.39744
4432,Центральный федеральный округ,Москва,Москва,улица Ивана Франко,55.729088,37.427246
4433,Центральный федеральный округ,Москва,Москва,улица Артамонова,55.720068,37.460232
4434,Центральный федеральный округ,Москва,Москва,Ярцевская улица,55.736544,37.410277
4435,Центральный федеральный округ,Москва,Москва,улица Екатерины Будановой,55.729787,37.43322
4436,Центральный федеральный округ,Москва,Москва,Беловежская улица,55.714343,37.397144
4437,Центральный федеральный округ,Москва,Москва,Ярцевская улица,55.742276,37.419027
4438,Центральный федеральный округ,Москва,Москва,Поварская улица,55.756832,37.586203
4439,Центральный федеральный округ,Москва,Москва,Поварская улица,55.756832,37.586203
4440,Центральный федеральный округ,Москва,Москва,улица Арбат,55.747383,37.585386
4441,Центральный федеральный округ,Москва,Москва,Поварская улица,55.754142,37.597163
4442,Центральный федеральный округ,Москва,Москва,Студенческая улица,55.74033,37.545132
4443,Центральный федеральный округ,Москва,Москва,улица Арбат,55.752409,37.599597
4444,Центральный федеральный округ,Москва,Москва,улица Арбат,55.74938,37.591701
4445,Центральный федеральный округ,Москва,Москва,улица Арбат,55.74938,37.591701
4446,Центральный федеральный округ,Москва,Москва,улица Новый Арбат,55.75322,37.599489
4447,Центральный федеральный округ,Москва,Москва,Карманицкий переулок,55.748326,37.583553
4448,Центральный федеральный округ,Москва,Москва,Карманицкий переулок,55.748326,37.583553
4449,Центральный федеральный округ,Москва,Москва,Карманицкий переулок,55.748326,37.583553
4450,Центральный федеральный округ,Москва,Москва,Бережковская набережная,55.729934,37.548007
4451,Центральный федеральный округ,Москва,Москва,Киевская улица,55.742433,37.556882
4452,Центральный федеральный округ,Москва,Москва,улица Арбат,55.75015,37.593183
4453,Центральный федеральный округ,Москва,Москва,улица Арбат,55.750114,37.593039
4454,Центральный федеральный округ,Москва,Москва,улица Арбат,55.747231,37.583463
4455,Центральный федеральный округ,Москва,Москва,улица Арбат,55.747231,37.583463
