,province_1,province_2,locality,street,lat,lon
0,Центральный федеральный округ,Москва,Москва,улица Егора Абакумова,55.879005,37.714474
1,Центральный федеральный округ,Москва,Москва,улица Талалихина,55.738307,37.673295
2,Центральный федеральный округ,Москва,Москва,Абельмановская улица,55.735571,37.669576
3,Центральный федеральный округ,Москва,Москва,Абрамцевская улица,55.892713,37.573007
4,Центральный федеральный округ,Москва,Москва,Абрамцевская улица,55.904074,37.572279
5,Центральный федеральный округ,Москва,Москва,Абрамцевская улица,55.906744,37.571525
6,Центральный федеральный округ,Москва,Москва,переулок Сивцев Вражек,55.747388,37.598043
7,Центральный федеральный округ,Москва,Москва,Авиамоторная улица,55.754882,37.715471
8,Центральный федеральный округ,Москва,Москва,Авиамоторная улица,55.754882,37.715471
9,Центральный федеральный округ,Москва,Москва,Авиамоторная улица,55.754882,37.715471
10,Центральный федеральный округ,Москва,Москва,Авиамоторная улица,55.750211,37.718489
11,Центральный федеральный округ,Москва,Москва,Авиамоторная улица,55.748468,37.719702
12,Центральный федеральный округ,Москва,Москва,Авиамоторная улица,55.746304,37.720986
13,Центральный федеральный округ,Москва,Москва,улица Авиаторов,55.645334,37.398051
14,Центральный федеральный округ,Москва,Москва,улица Авиаторов,55.645304,37.399399
15,Центральный федеральный округ,Москва,Москва,улица Авиаторов,55.644689,37.400099
16,Центральный федеральный округ,Москва,Москва,Азовская улица,55.662334,37.605715
17,Центральный федеральный округ,Москва,Москва,Азовская улица,55.660374,37.602049
18,Центральный федеральный округ,Москва,Москва,Большая Академическая улица,55.840427,37.54736
19,Центральный федеральный округ,Москва,Москва,Филипповский переулок,55.75058,37.598573
20,Центральный федеральный округ,Москва,Москва,Алтайская улица,55.820824,37.832952
21,Центральный федеральный округ,Москва,Москва,Алтуфьевское шоссе,55.85578,37.58588
22,Центральный федеральный округ,Москва,Москва,Алтуфьевское шоссе,55.85578,37.58588
23,Центральный федеральный округ,Москва,Москва,Алтуфьевское шоссе,55.872764,37.589042
24,Центральный федеральный округ,Москва,Москва,Алтуфьевское шоссе,55.880778,37.587865
25,Центральный федеральный округ,Москва,Москва,Алтуфьевское шоссе,55.880778,37.587865
26,Центральный федеральный округ,Москва,Москва,Алтуфьевское шоссе,55.903973,37.591297
27,Центральный федеральный округ,Москва,Москва,улица Амундсена,55.853001,37.657206
28,Центральный федеральный округ,Москва,Москва,Анадырский проезд,55.878187,37.705086
29,Центральный федеральный округ,Москва,Москва,Ангарская улица,55.871885,37.509873
30,Центральный федеральный округ,Москва,Москва,Ангарская улица,55.879263,37.524516
31,Центральный федеральный округ,Москва,Москва,проспект Андропова,55.683229,37.66821
32,Центральный федеральный округ,Москва,Москва,проспект Андропова,55.680828,37.662821
33,Центральный федеральный округ,Москва,Москва,проспект Андропова,55.679138,37.662425
34,Центральный федеральный округ,Москва,Москва,проспект Андропова,55.673549,37.664788
35,Центральный федеральный округ,Москва,Москва,проспект Андропова,55.674484,37.659605
36,Центральный федеральный округ,Москва,Москва,улица Арбат,55.752019,37.598348
37,Центральный федеральный округ,Москва,Москва,улица Арбат,55.752019,37.598348
38,Центральный федеральный округ,Москва,Москва,улица Арбат,55.751741,37.597522
39,Центральный федеральный округ,Москва,Москва,улица Арбат,55.751741,37.597522
40,Центральный федеральный округ,Москва,Москва,улица Арбат,55.750423,37.595348
41,Центральный федеральный округ,Москва,Москва,улица Арбат,55.750423,37.595348
42,Центральный федеральный округ,Москва,Москва,улица Арбат,55.750094,37.594764
43,Центральный федеральный округ,Москва,Москва,улица Арбат,55.750094,37.594764
44,Центральный федеральный округ,Москва,Москва,улица Арбат,55.749871,37.59356
45,Центральный федеральный округ,Москва,Москва,улица Арбат,55.749871,37.59356
46,Центральный федеральный округ,Москва,Москва,улица Арбат,55.749689,37.592959
47,Центральный федеральный округ,Москва,Москва,улица Арбат,55.749172,37.589617
48,Центральный федеральный округ,Москва,Москва,улица Арбат,55.749172,37.589617
49,Центральный федеральный округ,Москва,Москва,улица Арбат,55.748848,37.588826
50,Центральный федеральный округ,Москва,Москва,улица Арбат,55.748848,37.588826
51,Центральный федеральный округ,Москва,Москва,улица Арбат,55.748848,37.588826
52,Центральный федеральный округ,Москва,Москва,улица Арбат,55.748848,37.588826
53,Центральный федеральный округ,Москва,Москва,улица Арбат,55.74829,37.588206
54,Центральный федеральный округ,Москва,Москва,улица Арбат,55.74829,37.588206
55,Центральный федеральный округ,Москва,Москва,улица Арбат,55.748057,37.587533
56,Центральный федеральный округ,Москва,Москва,улица Арбат,55.748057,37.587533
57,Центральный федеральный округ,Москва,Москва,улица Артамонова,55.719095,37.459352
58,Центральный федеральный округ,Москва,Москва,Астраханский переулок,55.777353,37.639869
59,Центральный федеральный округ,Москва,Москва,Астраханский переулок,55.778861,37.639572
60,Центральный федеральный округ,Москва,Москва,Аэродромная улица,55.84674,37.430139
61,Центральный федеральный округ,Москва,Москва,Бабаевская улица,55.790595,37.689069
62,Центральный федеральный округ,Москва,Москва,улица Ивана Бабушкина,55.68498,37.562236
63,Центральный федеральный округ,Москва,Москва,улица Ивана Бабушкина,55.684676,37.561257
64,Центральный федеральный округ,Москва,Москва,Байкальская улица,55.817749,37.807261
65,Центральный федеральный округ,Москва,Москва,Байкальская улица,55.81778,37.808321
66,Центральный федеральный округ,Москва,Москва,Бакинская улица,55.618181,37.660772
67,Центральный федеральный округ,Москва,Москва,Балаклавский проспект,55.64855,37.571174
68,Центральный федеральный округ,Москва,Москва,Балаклавский проспект,55.649581,37.567366
69,Центральный федеральный округ,Москва,Москва,1-й Балтийский переулок,55.810471,37.518785
70,Центральный федеральный округ,Москва,Москва,улица Барклая,55.745863,37.496614
71,Центральный федеральный округ,Москва,Москва,Новая Басманная улица,55.769018,37.657188
72,Центральный федеральный округ,Москва,Москва,Бауманская улица,55.772796,37.678757
73,Центральный федеральный округ,Москва,Москва,Бауманская улица,55.771742,37.679053
74,Центральный федеральный округ,Москва,Москва,Татарская улица,55.733989,37.637623
75,Центральный федеральный округ,Москва,Москва,Башиловская улица,55.794178,37.576456
76,Центральный федеральный округ,Москва,Москва,Башиловская улица,55.799892,37.575316
77,Центральный федеральный округ,Москва,Москва,Башиловская улица,55.801298,37.574759
78,Центральный федеральный округ,Москва,Москва,Беговая улица,55.778061,37.555777
79,Центральный федеральный округ,Москва,Москва,Беговая улица,55.781742,37.559784
80,Центральный федеральный округ,Москва,Москва,Беговая улица,55.781464,37.561068
81,Центральный федеральный округ,Москва,Москва,улица Демьяна Бедного,55.770401,37.48693
82,Центральный федеральный округ,Москва,Москва,Белореченская улица,55.673316,37.767115
83,Центральный федеральный округ,Москва,Москва,Белореченская улица,55.672646,37.767025
84,Центральный федеральный округ,Москва,Москва,Бережковская набережная,55.739458,37.566288
85,Центральный федеральный округ,Москва,Москва,Бережковская набережная,55.737066,37.563215
86,Центральный федеральный округ,Москва,Москва,улица Берзарина,55.787983,37.490973
87,Центральный федеральный округ,Москва,Москва,Бескудниковский бульвар,55.874072,37.551223
88,Центральный федеральный округ,Москва,Москва,Бескудниковский бульвар,55.8724,37.538862
89,Центральный федеральный округ,Москва,Москва,улица Бестужевых,55.872011,37.609748
90,Центральный федеральный округ,Москва,Москва,Бибиревская улица,55.880258,37.593129
91,Центральный федеральный округ,Москва,Москва,улица Маршала Бирюзова,55.790757,37.499579
92,Центральный федеральный округ,Москва,Москва,улица Маршала Бирюзова,55.791046,37.500953
93,Центральный федеральный округ,Москва,Москва,улица Маршала Бирюзова,55.79144,37.496345
94,Центральный федеральный округ,Москва,Москва,улица Маршала Бирюзова,55.793328,37.494458
95,Центральный федеральный округ,Москва,Москва,улица Маршала Бирюзова,55.792189,37.494925
96,Центральный федеральный округ,Москва,Москва,улица Маршала Бирюзова,55.794573,37.492033
97,Центральный федеральный округ,Москва,Москва,улица Маршала Бирюзова,55.794366,37.491143
98,Центральный федеральный округ,Москва,Москва,улица Маршала Бирюзова,55.794366,37.491143
99,Центральный федеральный округ,Москва,Москва,улица Маршала Бирюзова,55.794796,37.490353
100,Центральный федеральный округ,Москва,Москва,улица Маршала Бирюзова,55.79599,37.48958
101,Центральный федеральный округ,Москва,Москва,улица Маршала Бирюзова,55.797387,37.486661
102,Центральный федеральный округ,Москва,Москва,улица Маршала Бирюзова,55.797387,37.486661
103,Центральный федеральный округ,Москва,Москва,Бойцовая улица,55.811745,37.718238
104,Центральный федеральный округ,Москва,Москва,Болотниковская улица,55.661806,37.583104
105,Центральный федеральный округ,Москва,Москва,Коктебельская улица,55.563747,37.585107
106,Центральный федеральный округ,Москва,Москва,Ботаническая улица,55.82528,37.601609
107,Центральный федеральный округ,Москва,Москва,1-й Боткинский проезд,55.781519,37.555912
108,Центральный федеральный округ,Москва,Москва,улица Академика Бочвара,55.805953,37.461903
109,Центральный федеральный округ,Москва,Москва,улица Академика Бочвара,55.805953,37.461903
110,Центральный федеральный округ,Москва,Москва,улица Бочкова,55.810081,37.632745
111,Центральный федеральный округ,Москва,Москва,2-я Брестская улица,55.77236,37.588467
112,Центральный федеральный округ,Москва,Москва,2-я Брестская улица,55.774583,37.583841
113,Центральный федеральный округ,Москва,Москва,Бригадирский переулок,55.765853,37.677733
114,Центральный федеральный округ,Москва,Москва,Бригадирский переулок,55.765853,37.677733
115,Центральный федеральный округ,Москва,Москва,Бригадирский переулок,55.765853,37.677733
116,Центральный федеральный округ,Москва,Москва,Большая Бронная улица,55.760033,37.597441
117,Центральный федеральный округ,Москва,Москва,Большая Бронная улица,55.764141,37.60257
118,Центральный федеральный округ,Москва,Москва,Большая Бронная улица,55.764141,37.60257
119,Центральный федеральный округ,Москва,Москва,Большая Бронная улица,55.764141,37.60257
120,Центральный федеральный округ,Москва,Москва,Большая Бронная улица,55.764718,37.603101
121,Центральный федеральный округ,Москва,Москва,Малая Бронная улица,55.759552,37.597477
122,Центральный федеральный округ,Москва,Москва,Малая Бронная улица,55.759552,37.597477
123,Центральный федеральный округ,Москва,Москва,Малая Бронная улица,55.760672,37.596687
124,Центральный федеральный округ,Москва,Москва,Малая Бронная улица,55.760672,37.596687
125,Центральный федеральный округ,Москва,Москва,Малая Бронная улица,55.762328,37.595779
126,Центральный федеральный округ,Москва,Москва,Малая Бронная улица,55.762328,37.595779
127,Центральный федеральный округ,Москва,Москва,Малая Бронная улица,55.762535,37.595411
128,Центральный федеральный округ,Москва,Москва,Малая Бронная улица,55.762642,37.594818
129,Центральный федеральный округ,Москва,Москва,Малая Бронная улица,55.762763,37.595276
130,Центральный федеральный округ,Москва,Москва,Малая Бронная улица,55.76331,37.594072
131,Центральный федеральный округ,Москва,Москва,Будайская улица,55.831903,37.665156
132,Центральный федеральный округ,Москва,Москва,проспект Будённого,55.778426,37.721642
133,Центральный федеральный округ,Москва,Москва,проспект Будённого,55.765169,37.731811
134,Центральный федеральный округ,Москва,Москва,Булатниковская улица,55.578961,37.650918
135,Центральный федеральный округ,Москва,Москва,улица Бутлерова,55.649144,37.534918
136,Центральный федеральный округ,Москва,Москва,Бутырская улица,55.794431,37.583886
137,Центральный федеральный округ,Москва,Москва,Бутырская улица,55.794993,37.58376
138,Центральный федеральный округ,Москва,Москва,Бутырская улица,55.796005,37.583391
139,Центральный федеральный округ,Москва,Москва,Бутырская улица,55.805184,37.58137
140,Центральный федеральный округ,Москва,Москва,Бутырская улица,55.806267,37.582673
141,Центральный федеральный округ,Москва,Москва,Бутырская улица,55.806069,37.58137
142,Центральный федеральный округ,Москва,Москва,Бутырская улица,55.806069,37.58137
143,Центральный федеральный округ,Москва,Москва,улица Вавилова,55.681438,37.547737
144,Центральный федеральный округ,Москва,Москва,улица Вавилова,55.680864,37.548321
145,Центральный федеральный округ,Москва,Москва,Нахимовский проспект,55.683463,37.552642
146,Центральный федеральный округ,Москва,Москва,Валовая улица,55.731181,37.634829
147,Центральный федеральный округ,Москва,Москва,Валовая улица,55.731075,37.633985
148,Центральный федеральный округ,Москва,Москва,Валовая улица,55.730882,37.632143
149,Центральный федеральный округ,Москва,Москва,Валовая улица,55.730218,37.63243
150,Центральный федеральный округ,Москва,Москва,Варсонофьевский переулок,55.763194,37.62572
151,Центральный федеральный округ,Москва,Москва,Варшавское шоссе,55.699943,37.619683
152,Центральный федеральный округ,Москва,Москва,Варшавское шоссе,55.700877,37.622405
153,Центральный федеральный округ,Москва,Москва,Варшавское шоссе,55.693226,37.622432
154,Центральный федеральный округ,Москва,Москва,Варшавское шоссе,55.656869,37.618758
155,Центральный федеральный округ,Москва,Москва,Варшавское шоссе,55.646061,37.618875
156,Центральный федеральный округ,Москва,Москва,Варшавское шоссе,55.583953,37.599148
157,Центральный федеральный округ,Москва,Москва,улица Маршала Василевского,55.803186,37.473222
158,Центральный федеральный округ,Москва,Москва,улица Маршала Василевского,55.805604,37.46847
159,Центральный федеральный округ,Москва,Москва,улица Маршала Василевского,55.808923,37.462317
160,Центральный федеральный округ,Москва,Москва,Васильевская улица,55.769808,37.585835
161,Центральный федеральный округ,Москва,Москва,Васильевская улица,55.770978,37.587281
162,Центральный федеральный округ,Москва,Москва,Велозаводская улица,55.712259,37.664932
163,Центральный федеральный округ,Москва,Москва,Велозаводская улица,55.712259,37.664932
164,Центральный федеральный округ,Москва,Москва,Вельяминовская улица,55.780846,37.722388
165,Центральный федеральный округ,Москва,Москва,проспект Вернадского,55.690755,37.532511
166,Центральный федеральный округ,Москва,Москва,проспект Вернадского,55.688741,37.528882
167,Центральный федеральный округ,Москва,Москва,проспект Вернадского,55.688741,37.528882
168,Центральный федеральный округ,Москва,Москва,проспект Вернадского,55.688741,37.528882
169,Центральный федеральный округ,Москва,Москва,проспект Вернадского,55.688741,37.528882
170,Центральный федеральный округ,Москва,Москва,проспект Вернадского,55.687655,37.527669
171,Центральный федеральный округ,Москва,Москва,улица Кравченко,55.67995,37.513494
172,Центральный федеральный округ,Москва,Москва,проспект Вернадского,55.678397,37.511751
173,Центральный федеральный округ,Москва,Москва,проспект Вернадского,55.66049,37.474534
174,Центральный федеральный округ,Москва,Москва,проспект Вернадского,55.667127,37.495132
175,Центральный федеральный округ,Москва,Москва,проспект Вернадского,55.667152,37.491377
176,Центральный федеральный округ,Москва,Москва,проспект Вернадского,55.667152,37.491377
177,Центральный федеральный округ,Москва,Москва,проспект Вернадского,55.663365,37.492662
178,Центральный федеральный округ,Москва,Москва,проспект Вернадского,55.655478,37.482026
179,Центральный федеральный округ,Москва,Москва,Верхняя улица,55.776856,37.574911
180,Центральный федеральный округ,Москва,Москва,Весковский переулок,55.778391,37.599588
181,Центральный федеральный округ,Москва,Москва,Глазовский переулок,55.743933,37.587084
182,Центральный федеральный округ,Москва,Москва,улица Вешних Вод,55.859382,37.697576
183,Центральный федеральный округ,Москва,Москва,улица Вешних Вод,55.859524,37.69975
184,Центральный федеральный округ,Москва,Москва,Вешняковская улица,55.737715,37.820502
185,Центральный федеральный округ,Москва,Москва,Вешняковская улица,55.737715,37.820502
186,Центральный федеральный округ,Москва,Москва,улица Вилиса Лациса,55.862843,37.420275
187,Центральный федеральный округ,Москва,Москва,улица Вилиса Лациса,55.859872,37.409567
188,Центральный федеральный округ,Москва,Москва,1-я Владимирская улица,55.759451,37.774427
189,Центральный федеральный округ,Москва,Москва,1-я Владимирская улица,55.757024,37.774957
190,Центральный федеральный округ,Москва,Москва,1-я Владимирская улица,55.756118,37.777068
191,Центральный федеральный округ,Москва,Москва,1-я Владимирская улица,55.749522,37.780545
192,Центральный федеральный округ,Москва,Москва,2-я Владимирская улица,55.756275,37.780545
193,Центральный федеральный округ,Москва,Москва,2-я Владимирская улица,55.751031,37.783868
194,Центральный федеральный округ,Москва,Москва,2-я Владимирская улица,55.751031,37.783868
195,Центральный федеральный округ,Москва,Москва,2-я Владимирская улица,55.74904,37.785018
196,Центральный федеральный округ,Москва,Москва,2-я Владимирская улица,55.746335,37.78659
197,Центральный федеральный округ,Москва,Москва,3-я Владимирская улица,55.76214,37.784641
198,Центральный федеральный округ,Москва,Москва,3-я Владимирская улица,55.754031,37.791271
199,Центральный федеральный округ,Москва,Москва,3-я Владимирская улица,55.753413,37.791648
200,Центральный федеральный округ,Москва,Москва,улица Архитектора Власова,55.678661,37.552714
201,Центральный федеральный округ,Москва,Москва,улица Архитектора Власова,55.666487,37.54383
202,Центральный федеральный округ,Москва,Москва,улица Академика Волгина,55.653456,37.518129
203,Центральный федеральный округ,Москва,Москва,улица Академика Волгина,55.643612,37.507906
204,Центральный федеральный округ,Москва,Москва,Волгоградский проспект,55.730725,37.670034
205,Центральный федеральный округ,Москва,Москва,Волгоградский проспект,55.729397,37.677571
206,Центральный федеральный округ,Москва,Москва,Волгоградский проспект,55.729017,37.679996
207,Центральный федеральный округ,Москва,Москва,Волгоградский проспект,55.729017,37.679996
208,Центральный федеральный округ,Москва,Москва,Волгоградский проспект,55.728586,37.678981
209,Центральный федеральный округ,Москва,Москва,Волгоградский проспект,55.728586,37.678981
210,Центральный федеральный округ,Москва,Москва,Волгоградский проспект,55.704443,37.75691
211,Центральный федеральный округ,Москва,Москва,Волгоградский проспект,55.709541,37.757117
212,Центральный федеральный округ,Москва,Москва,Волгоградский проспект,55.705387,37.787138
213,Центральный федеральный округ,Москва,Москва,Ферганская улица,55.708075,37.808905
214,Центральный федеральный округ,Москва,Москва,Волоколамское шоссе,55.80698,37.50257
215,Центральный федеральный округ,Москва,Москва,Волоколамское шоссе,55.808078,37.495716
216,Центральный федеральный округ,Москва,Москва,Волоколамское шоссе,55.808078,37.495716
217,Центральный федеральный округ,Москва,Москва,Волоколамское шоссе,55.808776,37.493228
218,Центральный федеральный округ,Москва,Москва,Волоколамское шоссе,55.808776,37.493228
219,Центральный федеральный округ,Москва,Москва,Волоколамское шоссе,55.824754,37.434936
220,Центральный федеральный округ,Москва,Москва,улица Волхонка,55.748493,37.608526
221,Центральный федеральный округ,Москва,Москва,улица Волхонка,55.747495,37.608005
222,Центральный федеральный округ,Москва,Москва,Воронежская улица,55.608317,37.736967
223,Центральный федеральный округ,Москва,Москва,Воронцовская улица,55.73958,37.657718
224,Центральный федеральный округ,Москва,Москва,Воронцовская улица,55.734359,37.661599
225,Центральный федеральный округ,Москва,Москва,Воронцовская улица,55.73256,37.663737
226,Центральный федеральный округ,Москва,Москва,Воронцовская улица,55.73256,37.663737
227,Центральный федеральный округ,Москва,Москва,Воронцовская улица,55.73256,37.663737
228,Центральный федеральный округ,Москва,Москва,Воротниковский переулок,55.770416,37.601286
229,Центральный федеральный округ,Москва,Москва,Кудринская площадь,55.759223,37.580867
230,Центральный федеральный округ,Москва,Москва,Кудринская площадь,55.759223,37.580867
231,Центральный федеральный округ,Москва,Москва,Кудринская площадь,55.759223,37.580867
232,Центральный федеральный округ,Москва,Москва,Кудринская площадь,55.759223,37.580867
233,Центральный федеральный округ,Москва,Москва,Кудринская площадь,55.759223,37.580867
234,Центральный федеральный округ,Москва,Москва,Северный административный округ,55.804466,37.55001
235,Центральный федеральный округ,Москва,Москва,2-й Вышеславцев переулок,55.790499,37.605984
236,Центральный федеральный округ,Москва,Москва,улица Бориса Галушкина,55.82534,37.653002
237,Центральный федеральный округ,Москва,Москва,улица Бориса Галушкина,55.824213,37.652984
238,Центральный федеральный округ,Москва,Москва,улица Бориса Галушкина,55.820379,37.665021
239,Центральный федеральный округ,Москва,Москва,улица Гастелло,55.784091,37.69074
240,Центральный федеральный округ,Москва,Москва,улица Гастелло,55.784091,37.69074
241,Центральный федеральный округ,Москва,Москва,Гвардейская улица,55.724789,37.423204
242,Центральный федеральный округ,Москва,Москва,улица Героев Панфиловцев,55.852405,37.437182
243,Центральный федеральный округ,Москва,Москва,улица Героев Панфиловцев,55.857685,37.428675
244,Центральный федеральный округ,Москва,Москва,улица Героев Панфиловцев,55.858822,37.4243
245,Центральный федеральный округ,Москва,Москва,улица Героев Панфиловцев,55.851601,37.408157
246,Центральный федеральный округ,Москва,Москва,Большая Никитская улица,55.757293,37.601466
247,Центральный федеральный округ,Москва,Москва,Большая Никитская улица,55.757293,37.601466
248,Центральный федеральный округ,Москва,Москва,Большая Никитская улица,55.757237,37.59507
249,Центральный федеральный округ,Москва,Москва,улица Гиляровского,55.776563,37.630149
250,Центральный федеральный округ,Москва,Москва,улица Гиляровского,55.787508,37.633041
251,Центральный федеральный округ,Москва,Москва,Глебовская улица,55.813202,37.715525
252,Центральный федеральный округ,Москва,Москва,Большой Гнездниковский переулок,55.763432,37.605688
253,Центральный федеральный округ,Москва,Москва,Малый Гнездниковский переулок,55.762839,37.606586
254,Центральный федеральный округ,Москва,Москва,Малый Гнездниковский переулок,55.762839,37.606586
255,Центральный федеральный округ,Москва,Москва,Малый Гнездниковский переулок,55.762839,37.606586
256,Центральный федеральный округ,Москва,Москва,Гоголевский бульвар,55.746243,37.600711
257,Центральный федеральный округ,Москва,Москва,Гоголевский бульвар,55.747936,37.599058
258,Центральный федеральный округ,Москва,Москва,Гоголевский бульвар,55.748376,37.599256
259,Центральный федеральный округ,Москва,Москва,Гоголевский бульвар,55.750758,37.599849
260,Центральный федеральный округ,Москва,Москва,улица Маршала Голованова,55.644049,37.730904
261,Центральный федеральный округ,Москва,Москва,Городецкая улица,55.744019,37.866558
262,Центральный федеральный округ,Москва,Москва,Тверская улица,55.760241,37.611347
263,Центральный федеральный округ,Москва,Москва,Тверская улица,55.763397,37.607889
264,Центральный федеральный округ,Москва,Москва,Тверская улица,55.763711,37.607511
265,Центральный федеральный округ,Москва,Москва,Тверская улица,55.76409,37.608562
266,Центральный федеральный округ,Москва,Москва,Тверская улица,55.764075,37.609164
267,Центральный федеральный округ,Москва,Москва,Тверская улица,55.764136,37.60708
268,Центральный федеральный округ,Москва,Москва,Тверская улица,55.762373,37.607898
269,Центральный федеральный округ,Москва,Москва,Тверская улица,55.762373,37.607898
270,Центральный федеральный округ,Москва,Москва,Тверская улица,55.762373,37.607898
271,Центральный федеральный округ,Москва,Москва,Тверская улица,55.763478,37.606595
272,Центральный федеральный округ,Москва,Москва,Тверская улица,55.763478,37.606595
273,Центральный федеральный округ,Москва,Москва,Тверская улица,55.763478,37.606595
274,Центральный федеральный округ,Москва,Москва,Тверская улица,55.763478,37.606595
275,Центральный федеральный округ,Москва,Москва,Тверская улица,55.765316,37.603639
276,Центральный федеральный округ,Москва,Москва,Тверская улица,55.765802,37.602741
277,Центральный федеральный округ,Москва,Москва,Тверская улица,55.768243,37.59833
278,Центральный федеральный округ,Москва,Москва,Тверская улица,55.768243,37.59833
279,Центральный федеральный округ,Москва,Москва,Тверская улица,55.768653,37.597549
280,Центральный федеральный округ,Москва,Москва,Тверская улица,55.768653,37.597549
281,Центральный федеральный округ,Москва,Москва,Тверская улица,55.769798,37.597836
282,Центральный федеральный округ,Москва,Москва,Тверская улица,55.769798,37.597836
283,Центральный федеральный округ,Москва,Москва,1-я Тверская-Ямская улица,55.771428,37.594234
284,Центральный федеральный округ,Москва,Москва,1-я Тверская-Ямская улица,55.771494,37.592797
285,Центральный федеральный округ,Москва,Москва,1-я Тверская-Ямская улица,55.771494,37.592797
286,Центральный федеральный округ,Москва,Москва,1-я Тверская-Ямская улица,55.771494,37.592797
287,Центральный федеральный округ,Москва,Москва,1-я Тверская-Ямская улица,55.772107,37.591836
288,Центральный федеральный округ,Москва,Москва,1-я Тверская-Ямская улица,55.771869,37.593417
289,Центральный федеральный округ,Москва,Москва,1-я Тверская-Ямская улица,55.772578,37.591027
290,Центральный федеральный округ,Москва,Москва,1-я Тверская-Ямская улица,55.773368,37.589743
291,Центральный федеральный округ,Москва,Москва,1-я Тверская-Ямская улица,55.773368,37.589743
292,Центральный федеральный округ,Москва,Москва,1-я Тверская-Ямская улица,55.772416,37.592563
293,Центральный федеральный округ,Москва,Москва,улица Госпитальный Вал,55.773601,37.711895
294,Центральный федеральный округ,Москва,Москва,улица Чаянова,55.775894,37.595564
295,Центральный федеральный округ,Москва,Москва,Кутузовский проспект,55.723719,37.452103
296,Центральный федеральный округ,Москва,Москва,Большая Грузинская улица,55.77074,37.581334
297,Центральный федеральный округ,Москва,Москва,Большая Грузинская улица,55.77074,37.581334
298,Центральный федеральный округ,Москва,Москва,улица Грузинский Вал,55.774467,37.581613
299,Центральный федеральный округ,Москва,Москва,улица Грузинский Вал,55.774467,37.581613
300,Центральный федеральный округ,Москва,Москва,улица Грузинский Вал,55.774907,37.582906
301,Центральный федеральный округ,Москва,Москва,улица Грузинский Вал,55.774907,37.582906
302,Центральный федеральный округ,Москва,Москва,Грузинский переулок,55.771459,37.582313
303,Центральный федеральный округ,Москва,Москва,Грузинский переулок,55.773535,37.580131
304,Центральный федеральный округ,Москва,Москва,Гурьевский проезд,55.607956,37.754844
305,Центральный федеральный округ,Москва,Москва,Гурьевский проезд,55.609324,37.758195
306,Центральный федеральный округ,Москва,Москва,Даев переулок,55.77032,37.63429
307,Центральный федеральный округ,Москва,Москва,улица 26 Бакинских Комиссаров,55.655468,37.484667
308,Центральный федеральный округ,Москва,Москва,улица Девятая Рота,55.791142,37.712596
309,Центральный федеральный округ,Москва,Москва,проезд Дежнёва,55.870238,37.643138
310,Центральный федеральный округ,Москва,Москва,улица Мусы Джалиля,55.628693,37.740677
311,Центральный федеральный округ,Москва,Москва,улица Большая Лубянка,55.765655,37.631406
312,Центральный федеральный округ,Москва,Москва,улица Большая Якиманка,55.737339,37.615587
313,Центральный федеральный округ,Москва,Москва,улица Большая Якиманка,55.734886,37.61238
314,Центральный федеральный округ,Москва,Москва,улица Большая Якиманка,55.734886,37.61238
